resource,bytes,organisations,endpoints,start-date,end-date
2e2c2240217726a402e97be53c3ae0f19c82c005228cbfa76ec0ed2e04bf24b6,65834,local-authority-eng:CAR,f695466a80ba2223e4c139e1aab46914b0bbbb4ff58098a81bc9a5798421a9d4,2021-10-07,
2e61449d1be8c63fd406f631dbdd425667310430e76dd958a07505dda60dd495,1683398,local-authority-eng:ENF,8b3df7682b35f27f5d7fba93fd719a8ae14115af805845d8360021ceaa432c79,2021-10-07,
2e8d058c65dfa1125c50dc338bc5b0bfa7f022095df7b17893faca06f95fb6cc,857001,local-authority-eng:ESS,85f959c45c0f5ac6c96364247e3f4a848d1942d689fb8b88c3da16eefbd31c70,2021-10-07,
2efdd3a07a3785e92b2502239f928c9e4d924e4ca207a470ea4627af9d9b5a8a,399482,local-authority-eng:BAN,d1945c77897a337acb45fd629d6b022f72f96315eb7646af3b23ca25f062eb68,2021-10-07,
2f36a61dfc7c94bbc01d6f6cfac014759658146fab1b6f8a1e06ca7829ab7cfa,247786,local-authority-eng:EPP,14d67e2a893ae78bd76c457338d481e601559ca4eb073d72f124f140b6727ee8,2021-10-07,
2fe9e99f58656dc72b0d68e2b25a4e89231ba31a8398eb984b3f5b81173b4fed,120385,local-authority-eng:HER,56b0efda3f6de0c7814b9e86479aa702e57f56dd10c7fac203eb26706ed8ef20,2021-10-07,
3031765a97e9100e0c7424ccdf7afe1f22ad4010ed923d8849de1cf3af25c028,6837063,local-authority-eng:SWT,d163d47e30235a5a308d06f2498dfd98e99c987fd29cf7301c3794e5905100a0,2022-01-11,
30e8061cc73cb35cb2d1a6b35b3f4472b97122a580a75aa502a8a84f1901b81b,2236349,local-authority-eng:SFK,6b4d7c8ecc7d9a5054afdda331d79ce5f26ed77f6ffb7876ad9edc59fdc647e6,2021-12-31,
31884f93aa81ce5fab29e438b38afbc85a25dba5b049a2f68c34ba3c5a429a99,46915,local-authority-eng:BRO,9c8179a2ee1a6f357b91a76bd3f61aede197ba425504730544e56b93d92ca0c3,2021-10-07,
3277771f0c373a085f577ef9074a296c73845070f4a50dd310a1dca50ea2e771,5521408,local-authority-eng:HRY,3eef0f435a64ed77a3ff388c0a9c4a262480d8ae75829ee517cfe80f59ac3bd1,2021-10-29,2021-10-29
33492343ee079413929a24d8e90c321dc1210964b628cea03cf210d90b41d4a4,358733,local-authority-eng:BRM,dac6045d0bfccf579ae4a9fcd83990c28e7c01f386830eaa33b4d7bd09b9b651,2021-12-31,
3605e5fb592c34ff5d46ff718dd69b0bf1cd22e24e6d8ad006ae8e30a6bee67e,225882,local-authority-eng:FAR,9fc9a0c3d92a57e3d189547b24b0f7520c452f237720e63059c980108fbab17a,2021-12-01,2021-12-01
36b33f6041e9ef0467e1ab4b10790ebccaacb0601a2840e5409aaa42340dd1f7,225882,local-authority-eng:FAR,9fc9a0c3d92a57e3d189547b24b0f7520c452f237720e63059c980108fbab17a,2022-01-17,2022-01-17
3704eee04998e079c0cf2647b9dce20de9ba4738ff18a7894a8dfcb7912612e6,269432,local-authority-eng:DER,78ed5b1dd217157f5b71b845d699fcbd221ed89f84f3ee3f9aeca6aab3bf9601,2021-10-07,2021-12-17
378fa5366ad0e69fae22e5eda42e3719d8663bd2a050f12ccf7318f5229d0f2a,438344,local-authority-eng:ELM,aedf9268db8178b2cef662d896816d55a4244cb038f296a6a1994fb056b7199d,2021-10-07,
3a0b2d8b16980503c8ffb84d310a44d8970c3f45688c42a4d5cb344425137ded,860101,local-authority-eng:BRT,113b9edffbff4c225426f01549c94676405ccb769d7c3eabba04eb04e3382cd3,2021-10-07,
3a64b5f280536ec2a62c6a423b4c0df1901c45e4999c59c9416c7f88fb90b76c,225882,local-authority-eng:FAR,9fc9a0c3d92a57e3d189547b24b0f7520c452f237720e63059c980108fbab17a,2021-11-26,2022-01-23
3b1eb7aeae299dfaae06b3b718890e7f068f1f50d9c419720bb0824236ae86de,807084,local-authority-eng:HAA,cb4bc1be224f755aebc55e8ab5caf6c6206b3282d3747ce9e0dba483eed455a8,2021-10-07,
3b3b20cf2d826c61ecd02cd121b633c4b1675cd069a11d72301fb459fbc0c200,978414,local-authority-eng:HAA,912674d97ad4ed493c1aefafa0cd02fae719f3a9393f41063be845bb99e70c2d,2021-10-07,
3b850129b3d89bd4fdafe90e7975093ed5d094a4823cfd391a0a97fa9f4d9d75,1703778,local-authority-eng:ASH,a8e55af7d5f986e08f4c6bf59c68f6cf6f123fa0ce03fba4ff0489a9bffde071,2021-10-23,
3ba828321bd67edb248db116b22a2d5fae9ab37eb8562be2ff873db45d4be30a,68827,government-organisation:D4,1b70255ed4436e67e6c7a805c58eeaa1d941ce5cbb1a52ba3ce6dcd3d5ea6481,2021-10-07,
3c75a892d85006b883832359adda7c27ea8f2855781955d1d6653b319f1efd26,242564,local-authority-eng:HMF,cb476afbb876d06468b51a3eae390e61039dbd7282ff63553d7a118533dc02a6,2021-10-07,
3cbf0b1a304271b6e885b5cad87dcdf2f8c811144d694745caf3fbe1409e695a,487104,local-authority-eng:CHS,1cec396c0ea7a162dc7d3ab591112b2de0a370355d362bfeca481db9549dc673,2021-10-07,2021-11-25
3daa7fd4cee035dd2bd113640763ac8e85827245040594fa441c4c271af02940,772842,local-authority-eng:BNS,3ec74a1a816150fc81535e47e863b031f9c7bb982460683962a1253b7ece8bca,2021-10-07,
3dded714e590eff05269597106d5f3091bd6d56e254037f304fe8b42fd423570,935080,local-authority-eng:CRW,f49bcd82945daafe2dc864e8570b180525f03b31c6f864718ba0f31df3037c5a,2021-10-07,
3df213038ac3dfe932d4ad3173e9f9fdfc4349db96f6a646d3abaa967015b222,225882,local-authority-eng:FAR,9fc9a0c3d92a57e3d189547b24b0f7520c452f237720e63059c980108fbab17a,2021-10-27,2021-10-27
3ebe7169e8fcb3a7dd87061c408b8ba8acf0afb601f0044557eb5aa70d6e264a,339631,local-authority-eng:BPL,730a5f63ac8570d15159b2ca15b63e8c0e4ace05e0f3a411fb8a632c6928620c,2021-10-07,
400c6532bb2b008dff37922ce10ab1232dba23575d0e029f0050d2dc52d52b50,1422064,local-authority-eng:BRA,68b3d073b2da18f66119933bc0251cb9d2d81409931a37afd5478182aa898a62,2022-01-14,
42c3327452e907d99308647a8ae3cd6e14b8e19e424a25c714ef78bb578c8703,241733,local-authority-eng:GRA,48bed47dfeabe8f41022b742e21d4dcf72e0a2dd8f3b4da5fd54eabe98456c58,2021-10-07,
42d6bd71666442705853cf48ac485b14d5c0dce764ca72349b42c09e0ee0fef2,487399,local-authority-eng:ENO,efbec49cd6aa91ae4338746665d61f049cd9d78ed0d1425561cc04ce8cb6126d,2021-10-07,
42ea1960f9489a696bfe032f655cbcac9ec399279485a3cf5a6d1ac74857926a,239635,local-authority-eng:BRE,85d7fcc9d65b3657b76df05bf8d83ef99aeaeb0b85da70eeb2c797209a81b86f,2021-10-07,2021-12-21
43365979a0c43cb2b23ba9d9e9bfccdb662ea0aae61d8d4a545d38dfbe02967b,5279744,local-authority-eng:HRY,3eef0f435a64ed77a3ff388c0a9c4a262480d8ae75829ee517cfe80f59ac3bd1,2021-10-19,2021-10-19
43a7cc998920a68475fe34b302b7ee742465341ce0bf1e058ec8b355857163f2,170395,local-authority-eng:KTT,cb56d6f28c2c9004a0a62fbf44f1c9319c1ee8b3b92e3d04bd274357a007d41e,2021-10-07,
447792d3aca497b88e691d20bccd554573df188c284be10bc3b6b1be59d5ac91,158097,local-authority-eng:KIN,471b58185bf2b08f490a00898a4ce4fa01d82fab84775721d3412f3ab006ffa0,2021-10-07,
44d63f11e132e33297591ac6acee04e4122840192000d624d2cdb6883d1fa8a7,2368194,local-authority-eng:NEA,af2ab1e04971fd8da37a76d0859d4ba6149f58e1755b5cb1d3b4932345362e89,2021-12-31,
4615301e4239d001be91451b86039a9bf733f6ec1d2ce34e8f117d1713de8ce3,117047,local-authority-eng:HER,98a2638eb0b6bb87ec4a913cf56da239847cdf94840098fa1a627d85aebb675c,2021-10-07,
480ca8877525407b0550e98a900d49636ab0ce1d251724d30fbc57ab1a6fc544,916544,local-authority-eng:ROH,bff453b5c76dc51a0b3046c4f12f9429ec21fa96eb3f52c609b152841140e080,2021-10-07,
48961285d772a2626b9d2e316066aff33ed5ae2ada9810c0e2f817cd50e8aa53,111302,local-authority-eng:DUR,dcaca4692ec864d13854b3a4399317f408cfd5e81ccb26d60e36bbb87ac84210,2021-10-07,2021-11-30
48e812927803dc4778b2ee5d468f36f8d0d1e000f5be0280eb8e20941d9efe12,991728,local-authority-eng:LEW,6d2fc42b5852361681b95067dcc2f1946c82c525dac6e793f603f0226867d62e,2021-10-07,
4918c6fdb369bbb78bb4b57418bab6bb00af9653bc049a1a81dd5f55e3ea2536,5537792,local-authority-eng:HRY,3eef0f435a64ed77a3ff388c0a9c4a262480d8ae75829ee517cfe80f59ac3bd1,2021-10-28,2021-10-28
4a640f0591a594b0a67eed1e377940a6c8e5cc650be855bd061dd096c0c8521d,665138,local-authority-eng:EXE,201b4099c5b8d9300d75c405a5b3c2e688fa2dc85cf5c19c74cf33c7a4285889,2021-12-31,
4c76222c3e8147225514dc876d18de6be44ff60394a353bfff2dbdfd2ddeff75,3233123,local-authority-eng:ERY,a3a7fa7e0ac14a4f580c480364af7b43fe7ada55951bb9bcd44669e26a56e447,2021-10-07,
4cb6fd87aac22e123996215c29df5dc0453f2ffd6bf83c51ad74941665c4480e,225882,local-authority-eng:FAR,9fc9a0c3d92a57e3d189547b24b0f7520c452f237720e63059c980108fbab17a,2021-12-07,2021-12-07
4d5dea0017ce677d7f55d22977b4e7ce2b8abf04131496c243d951ebf1acebfb,225882,local-authority-eng:FAR,9fc9a0c3d92a57e3d189547b24b0f7520c452f237720e63059c980108fbab17a,2021-11-20,2022-01-11
4dfc0342a1d8b133f5bf03cda60127a47d17969e593c6a976dc0e5068ad1b78a,227197,local-authority-eng:BIR,37963fe5c0de959ec7705f1cff5df53c218970158133c42ef0f9256b9d1bc308,2021-10-07,
4fdb8b81aba57ededf13ee86dbdd2b001d141d29a479f7f04b32646e362fbb23,3080192,local-authority-eng:HRY,3eef0f435a64ed77a3ff388c0a9c4a262480d8ae75829ee517cfe80f59ac3bd1,2022-01-19,2022-01-19
4fdd0e1248dd1ad5ae5c3d71197fcf9ad3d245bb6cd88e9b245c5978e9c45e91,304609,local-authority-eng:CAM;local-authority-eng:CPCA,c5ec7f3562f66376fc1bad9d90c9bbcdfdd902d0be3e939d5c65645b5b798b3d,2021-10-07,
53c4f3c31fab2e91f62680fc7b84a8718277cab224f6a47079004338506fb181,230687,local-authority-eng:HOR,10c202033bada77261d74cf7232fc0ab9c8a42b310667590de539b4749149822,2021-10-07,
558bf532ec056bf6e7b017a89647dd559d873808cf883dd0dd770b7e6c085dee,1793884,local-authority-eng:BEN,e774618aed7d85f5d30a2a9aecc5ac2bca6bb47ed850c0bcb7a04f2409b47086,2021-10-07,
560be1e59e4d8af73dd0c931ef66ba509ebf0d058fe8b88647ab7a8cece07c11,225882,local-authority-eng:FAR,9fc9a0c3d92a57e3d189547b24b0f7520c452f237720e63059c980108fbab17a,2021-11-13,2021-11-13
565c81c97e7096fbd5b18655cdbc30b30d0b81bcb6139ed6ec1ab55fef10f145,165053,local-authority-eng:BLA,fc062103c3ed7fa0b23efe9470b31b690cf0ad0d6b547d329c1617d55848fde8,2021-10-07,
5663fd462f4984c310274e8e72e73d16037509bff255a60ec10b4df5c0545ec6,9655779,local-authority-eng:DOV,fa5db433020e09894b20be4054f0d31640441f5e63d403c5483f586c1a1dc2bd,2021-12-31,
573bc717f35f65c42a5c5195a325398e5c57d4104c1b98b369f361ea780c626c,551140,local-authority-eng:HAV,9ed19484c06ba345405ca768adbbea2707159f31747896459f925f724962da0e,2021-10-07,
5a2a1f1c2bfbc1d1cf45932d51aa69cb62cd168043223295fea067c7583a9049,649406,local-authority-eng:DAC,dc8ebf8a77ee9b07efb8894432dd2ac8ca907e04942d7e6ca51c59a9a8d8c3d8,2021-10-07,
5b45771afc8eb4a2b400d7d3266e2d37cc206a17feb078e14b6f9461e8eb3ab6,1198544,local-authority-eng:DNC,18cd32c8a0a3769fd005819320145d71fda95f4ce7fec230494b2f4f55bbfaa7,2021-10-07,
5b79ee5122c4781ba9e187cee3a17c4073c002e154a9797759c45fffc5d38626,597510,local-authority-eng:ARU,c7aae9a61662dbba9fc3be863d155c8c6d330cf0bdbec56178e909d374954ee9,2021-10-07,
5bc2c2207f771efd208c3125f33c84f886e1fa1dabe8fec0820c9a2809a6bc2e,1016546,local-authority-eng:BRA,68b3d073b2da18f66119933bc0251cb9d2d81409931a37afd5478182aa898a62,2021-10-07,2022-01-13
5c94a388b37990dd784795424c629e888007d4ef3778f35f07a4b57a93f0e740,2077151,local-authority-eng:TON,fb219399f075edab1625632e7cee8a18b35d93821db45dc58ccff7c38de589ec,2021-12-31,
5cae0c94b0fd08baf7165541b8dc0acd94a8246b61b9fddb25f27a5e5522c3eb,225882,local-authority-eng:FAR,9fc9a0c3d92a57e3d189547b24b0f7520c452f237720e63059c980108fbab17a,2021-12-02,2021-12-09
5cb478c954a4ab7c8a606eb5d9edd8654479712ca43ebf8fa7d478e5a49c543f,1900544,local-authority-eng:HRY,3eef0f435a64ed77a3ff388c0a9c4a262480d8ae75829ee517cfe80f59ac3bd1,2021-11-09,2021-11-09
5cddf69df1a590c87c55e441d6558bfd4a1dc28fcb59ba27af9c310a69b4e4d4,225882,local-authority-eng:FAR,9fc9a0c3d92a57e3d189547b24b0f7520c452f237720e63059c980108fbab17a,2021-10-09,2021-10-09
5e0866263cf16b6f6bce971c901d7abb8d923104f8a10daa740d1894f2ab3d66,2007602,local-authority-eng:DOV,09adbeae5f95f03ad40048411fe319a529a40e89ff11ec3568e6c7c2efeda67b,2021-10-07,
62ff5ca2b8276ef277216290f04b4e60068f802097972e4efcb070bf626ca2d8,2174475,local-authority-eng:LCE,06504c79a74a5ffbdf2b865b61760dbf24102118099320efab5449846a1c7a45,2021-10-07,
63ca8f5cc057e0cab803c653fc24482f4dbaf15313365721628b72e6181ceb82,1524634,local-authority-eng:HER,ffc092b516f472b16145decf240675a3199df30d9629b5f324ae2f5fe902ff9f,2021-10-07,
645db73ddaad9c75d18a0fbfe2361aa02f56e159a02cf227545921962e9fc849,364322,local-authority-eng:HEF,981d606369932d95b797d8cfad81322c400eb46ead6cd844ef89e9e26ea622a1,2021-10-07,
6467dcf7a44b60195b087d48161852b1491178ba44d09c1dc40130162c68a4f1,140412,local-authority-eng:HAA,3e4ff0701f707f5c4a5ec096a38bbd643430752f074c743eaea5160e63b285d4,2021-10-07,
67b489d63d3e7aad691a1cca101e3ef34754e404768248508c6280514adf305a,1162883,local-authority-eng:DBY,91c53dd0e42d65f9512fd942861dd5a9620ea6ea2615038ae44440024e01fc36,2021-10-07,
698e99f742b4f4a5dd09541c2e20f393530fd2170c03c60b4d9a996a5b303632,840316,local-authority-eng:IPS,a116f8120f3e3088df5b5f81dd67d2052f848067a407d7358254dbfcf434349e,2021-12-31,
69b814bafd46e3d0db937b88c34ec8794d91919b34f86b1765e432143fc1ec97,319617,local-authority-eng:WEA,d30413eafe51ad768fa962002ef1b90c5d34678b6d616236d6248e87c7f3ebe6,2021-10-07,
69bde87abd5c3961fe5405c288052ec7bbc43626551de0e79844ef059079faf0,3174400,local-authority-eng:HRY,3eef0f435a64ed77a3ff388c0a9c4a262480d8ae75829ee517cfe80f59ac3bd1,2022-01-26,2022-01-26
6ae597d29b792f496cf336adb58cb4734774af0890bd05681d042ea0652b7fa8,376626,local-authority-eng:IOW,5ffa1a53b37fee7ab7fd93e3551df738a71d74eafbf57a4261780cbc35b0b9ce,2021-10-07,
6b21367609b1e5313eef2e88d1d70c7ac28c33b29c75844961d7899e95c19869,664720,local-authority-eng:BAS,2a10255f20b94dbbc6fc7185076630e8adca6fc2991b622296ecd5fb1879fdc7,2021-10-07,
6d3bec180f0b584f183ef3280a684c5af66af6d2119f081c819efefa7cee817e,6729728,local-authority-eng:HRY,3eef0f435a64ed77a3ff388c0a9c4a262480d8ae75829ee517cfe80f59ac3bd1,2021-10-30,2021-10-30
6f074ece5a7173ce98d0896c65e5aeb0c11e3ababe2e75cc07c010e2269ce145,225882,local-authority-eng:FAR,9fc9a0c3d92a57e3d189547b24b0f7520c452f237720e63059c980108fbab17a,2021-11-03,2021-11-03
700ee0f270f6946e52fde248e6508bf7fd1749c5574c90f7fff98523283b2200,1184458,local-authority-eng:HRW,6f32d09743d6ac95993e2b3e104193acc385d427e56d4fe55818fac2a1c211c2,2021-10-07,
7122ea34aa4144c60514e8f5eea232cb7b9e169e31c5e5afccf35980cabd7aa7,187871,national-park-authority:Q5225646,5c312d8d3fbcdfbb43ea253b1829ab1b029c1524bf5ee1e32c4db129ca99825e,2021-12-31,
716b70c75cfc7c437f54b8cf97e156801ce7816ec02c597fc0d44dc2dc0febc5,2724353,local-authority-eng:GRE,d3ada92df6db8fcfbef682ef4f114fa8c8e06641be3c210544afda36e1fd91ce,2021-10-07,
7226152f707ba4a30a5c62ac96ebc2c86c6d19c744b88fafe645e9d4286e21e9,1006138,local-authority-eng:OAD,f804741e2c88b7e3caade7444b14d91d05ed82df3b7eb06420947d22dcd2bdb8,2021-12-31,
72cd090b673e88507e99770ec36d66f4dc00fbc5110cea455ab3680e9ffdaeea,396760,local-authority-eng:BAR,a8e8dae7f2f31187e2d57531a9dd8feef4b64853736315c28125340e8b63b561,2021-10-07,
74b22e643ce82e8cc69002b52386c08e846006a2a2a8cbc7a9ea610679e73d7b,665258,local-authority-eng:BDF,9ac8afc406ff1b0157e3ecbb3a1ea1bc1a9a0b6ab0b9049f3d52f96322d1915d,2021-10-07,
7563733e346d813effa9d7b9bd1c9ac1c50bd5589630dc539516d4a6515d78c8,347947,local-authority-eng:BNE,ddb704aed13c92c3a34e558445694a4ea3c69690217ae7460432bc7b68696e93,2021-10-07,
75d9167b80dfb83d1404997a06687c37b492e3206a73e50b1217053b21b1b707,150947,local-authority-eng:HIG,c97570f9393d2c3f422004bf89d0402cd640920e8c27cddd17a8c8226bdc4a0c,2021-10-07,
77eb8ea9a284f8ed0f8969d29b98ad803bb71d7f49342d2d5f176d45cd3595d3,15953,government-organisation:D4,1b70255ed4436e67e6c7a805c58eeaa1d941ce5cbb1a52ba3ce6dcd3d5ea6481,2021-03-24,2021-10-06
78ce46f34293512bd3ee01c3cab78c9e5a14c66c3aeed8beca6930d49bf2fd8f,245192,national-park-authority:Q72617669,59cad50d538a308491c0728cd209b9f5697d02df80a8f9d0542ed9de63af43f6,2022-01-05,
